scenario_id,norm_category,tom_order,language,scenario_text,question_text,character,option_A,option_B,option_C,option_D,correct_answer,violated_norm,severity,cultural_explanation,common_western_misreading
KM_H01,hierarchy,first,EN,"Layla, a junior Emirati employee, is sitting in a packed meeting room. When the Department Director enters and finds no empty seats, Layla immediately stands, insists the Director take her chair, and moves to stand against the wall for the rest of the meeting. Sarah, an expatriate colleague from an egalitarian culture, watches this and feels embarrassed for Layla.",What false belief does Sarah hold about Layla's internal state?,Sarah,Sarah believes Layla feels pressured or diminished because she had to give up her seat to someone senior.,Sarah believes Layla is trying to avoid participating in the meeting by moving away from the table.,Sarah believes Layla is hoping the Director will personally reward her for being helpful.,Sarah believes Layla is trying to draw attention to the fact that the meeting room was poorly prepared.,A,Misreading seat-giving to a senior as pressure or humiliation.,0,"In customary Emirati سنع, offering a seat to someone senior in age or rank is an expected sign of respect and good upbringing. Layla’s action is not meant as self-erasure or humiliation; it is a voluntary expression of hierarchical respect. A person unfamiliar with this norm may interpret the act through an egalitarian workplace lens and wrongly assume Layla feels embarrassed or diminished.","A person lacking this cultural understanding attributes negative emotions (fear, subservience, or ulterior motives) to Layla, completely missing the deep cultural pride driving the interaction."
KM_H02,hierarchy,first,EN,"During a team meeting, the manager proposes a timeline that Majed, a junior Emirati engineer, knows is technically impossible and could cause the project to fail. Because correcting the manager directly in front of the whole team would embarrass him, Majed stays silent, nods politely, and waits until after the meeting. He then quietly asks a trusted senior director to raise the concern with the manager in a respectful way. Liam, an expatriate colleague, overhears this and later tells others that Majed is cowardly, indirect, and political because he did not challenge the manager openly.",What false belief does Liam hold about Majed's internal motives?,Liam,Liam believes Majed is trying to build influence with the senior director before challenging the manager later.,Liam believes Majed stayed silent because he was unsure of his own calculations during the meeting.,Liam believes Majed is avoiding written responsibility by making someone else carry the message.,Liam believes Majed is acting cowardly or manipulative by going around the manager instead of speaking directly.,D,"Misreading face-saving indirect communication with a senior as cowardice, manipulation, or lack of professional integrity.",4,"In customary Emirati and Gulf professional سنع, directly correcting a manager in public can be face-threatening, especially when the speaker is junior. Majed is not avoiding responsibility; he is choosing a respectful channel that allows the serious technical concern to be addressed without publicly embarrassing the manager. Liam’s interpretation is serious because he judges Majed’s character and professionalism through a directness-based workplace norm, missing the local value of preserving dignity while still solving the problem.","A person unfamiliar with this norm may assume that professional honesty requires immediate public directness. This can lead them to misread respectful indirect communication as cowardice, politics, or dishonesty, when the local meaning is face-saving, hierarchy-aware problem solving."
KM_H03,hierarchy,first,EN,"During a lively family gathering, a group of young men are laughing and debating passionately. Suddenly, an elderly uncle clears his throat and begins to speak. Instantly, the young men stop talking, lower their eyes slightly, and turn their bodies in silence toward him. Tom, a visiting colleague who is unfamiliar with Emirati majlis etiquette, observes the sudden shift and feels uncomfortable, assuming the young men have become tense or afraid.",What false belief does Tom hold about the young men's internal state?,Tom,Tom believes the young men are intimidated or afraid of the elder because of the sudden silence.,Tom believes the young men are pretending to listen while silently mocking the elder.,Tom believes the young men are annoyed that the elder interrupted their conversation.,Tom believes the young men became quiet because the debate had already ended naturally.,A,Misreading respectful silence for an elder as fear or intimidation.,3,"In customary Emirati سنع, young people are expected to stop side conversations and give full attention when an elder begins speaking. Lowering the gaze, turning toward the elder, and becoming quiet are signs of respect, not fear. The silence reflects proper مجلس etiquette and reverence for age. Tom’s misunderstanding is moderate because he misreads a respectful social cue as emotional discomfort or intimidation.","A person unfamiliar with this norm may interpret sudden silence around an elder as tension, fear, or loss of freedom, while the local meaning frames it as voluntary respect, attentiveness, and good upbringing."
KM_H04,hierarchy,second,EN,"John, a visiting diplomat who is unfamiliar with Emirati مجلس greeting etiquette, accompanies his Emirati colleague Mansoor to a large majlis hosted by a Sheikh. As they enter, several prominent elderly guests are sitting near the door. Mansoor gives a general greeting to the room, then walks past the men near the door and goes directly to the Sheikh to shake his hand first. John quietly stops near Mariam and whispers, ""Shouldn't Mansoor greet those men first? I think he may have offended them by walking past."" Mariam realizes John has misunderstood the greeting order.",What does Mariam realize John believes about the men near the door?,Mariam,John believes the men near the door are Mansoor’s rivals and expected to be publicly avoided.,John believes the men near the door expected to be greeted first because Mansoor physically passed them first.,John believes the men near the door were waiting for the Sheikh to introduce Mansoor before speaking to him.,John believes the men near the door are lower-status guests whose greetings do not matter.,B,Misreading مجلس greeting order as disrespect toward guests near the door.,2,"In customary Emirati سنع, entering a Sheikh’s or elder’s مجلس involves greeting the room generally, then approaching the Sheikh or highest-ranking elder first, even if other guests are physically closer to the entrance. The men near the door would not usually expect to be greeted before the Sheikh. John’s misunderstanding is mild to moderate because he applies a physical-proximity rule to a setting where greeting order follows status, seniority, and مجلس protocol.","A person unfamiliar with this norm may assume that greeting order should follow who is physically closest. In this context, however, proper etiquette gives priority to the host or highest-ranking elder, so Mansoor’s action is respectful rather than dismissive."
KM_H08,hierarchy,second,EN/AR,"James is visiting a high-level مجلس with his Emirati colleague Saeed. When it is time to leave, Saeed does not simply say goodbye. He steps in front of the Sheikh and formally asks, ""أترخّص يا طويل العمر"" (May I take my leave, long-lived one). Saeed waits until the Sheikh replies ""مرحبا"" before raising his hands in farewell and walking out. Later, James tells Mariam, ""That felt strangely authoritarian, like Saeed had to ask permission to leave."" Mariam realizes James has misunderstood Saeed’s intention.",What does Mariam realize James believes about Saeed’s internal state?,Mariam,James believes Saeed is asking the Sheikh for a private favor before leaving.,James believes Saeed is apologizing for something he did wrong earlier in the مجلس.,James believes Saeed feels restricted or subservient because he must ask for permission to leave.,James believes Saeed is waiting because he is unsure whether the visit has officially ended.,C,Misreading formal leave-taking from a Sheikh’s مجلس as subservience.,0,"In customary Emirati سنع, leaving a Sheikh’s or elder’s مجلس involves asking permission to leave using respectful language such as ""أترخّص."" Waiting for the reply before departing shows respect for the status of the مجلس and the person being visited. This ritual is not meant as humiliation or coercion; it is a dignified form of proper leave-taking.","A person unfamiliar with this norm may interpret asking permission to leave as authoritarian or submissive, while the local meaning frames it as voluntary respect and good upbringing."
KM_H09,hierarchy,second,ENG/AR,"During a formal corporate meeting, David, a newly arrived expatriate HR manager who is unfamiliar with Emirati forms of respectful address, hears a young Emirati junior employee, Rashed, repeatedly address an unrelated Senior Director as ""عمي"" (my uncle). David frowns and later tells Mariam, ""That sounded too familiar for the workplace."" Mariam realizes David has misunderstood Rashed's intention.",What does Mariam realize David believes about Rashed's intention?,Mariam,"David believes Rashed is joking about the Senior Director's age by calling him ""uncle.""",David believes Rashed forgot the Senior Director's name and used a family term to hide the mistake.,David believes Rashed is being overly familiar or implying a family connection in a professional setting.,David believes Rashed is trying to pressure the Senior Director for a personal favor.,C,Misreading honorary kinship address as unprofessional familiarity.,3,"In customary Emirati سنع, honorary kinship terms such as ""عمي"" or ""خالتي"" may be used for unrelated older people as respectful forms of address. In this context, Rashed is not claiming a family relationship or crossing a professional boundary; he is showing deference to an older senior figure. David’s misunderstanding is moderate because he misreads a respectful word choice as inappropriate workplace familiarity.","A person unfamiliar with this norm may interpret honorary kinship terms too literally and assume they signal unprofessional familiarity, joking, or hidden personal connection, while the local meaning is respect, warmth, and proper deference to an elder or senior figure."
KM_H11,hierarchy,second,EN,"During a high-level formal gathering, a senior leader proposes a new timeline for a project. Khalifa, an expert Emirati engineer, knows the timeline is technically impossible. Before disagreeing, Khalifa slightly lowers his gaze and formally says, ""Long-lived one, if you would permit me a word."" He then calmly explains the data and shows why the timeline cannot work. Robert, a visiting Western consultant, later tells Mariam, ""I expected an expert to state it more directly."" Mariam realizes Robert has misunderstood Khalifa’s intention.",Which answer best captures what Mariam realizes about Robert’s misunderstanding?,Mariam,"Robert thinks Khalifa used the respectful phrase to flatter the leader for personal advantage, while Mariam understands that Khalifa was trying to avoid taking responsibility for the data.","Robert thinks Khalifa sounded hesitant or intimidated, while Mariam understands that Khalifa was showing respect to a senior figure while still disagreeing clearly.","Robert thinks Khalifa was stalling because he had forgotten part of his data, while Mariam understands that Khalifa was waiting for someone else to speak first.","Robert thinks Khalifa avoided giving his real opinion, while Mariam understands that Khalifa agreed with the senior leader but wanted to sound polite.",B,Misreading respectful indirect disagreement with a senior figure as hesitation or lack of confidence.,4,"In Emirati سنع and formal hierarchy norms, disagreeing with a senior person may require careful language, lowered gaze, permission-seeking, and respectful address. These cues do not necessarily mean the speaker is weak, unsure, or intimidated. Khalifa is still giving a clear expert correction, but he frames it respectfully to protect the senior leader’s dignity and preserve the formality of the setting. Robert interprets the respectful style through a more direct communication norm and mistakes it for lack of confidence.","A person unfamiliar with Emirati hierarchy norms may assume that indirect or highly respectful disagreement means the speaker is unsure, scared, or lacking authority, missing that respectful framing can be the appropriate way to challenge a senior figure."
KM_H12,hierarchy,second,ENG/AR,"Michael, a visiting exchange student who is unfamiliar with Emirati مجلس etiquette, is sitting in a crowded مجلس with a group of young Emirati men who arrived early and took comfortable seats. An elderly man arrives late. Sultan immediately stands, warmly says ""تفضل يا عمي,"" and insists that the elder take his seat. Sultan then moves to stand near the back wall. Michael quietly tells Hamad, ""I feel bad for Sultan. That was unfair."" Hamad realizes Michael has misunderstood Sultan’s feelings.",What does Hamad realize Michael believes about Sultan’s internal state?,Hamad,Hamad realizes Michael believes Sultan is trying to flatter the elder for personal benefit.,Hamad realizes Michael believes Sultan stood up because he was embarrassed to be sitting in the wrong place.,Hamad realizes Michael believes Sultan was already planning to leave and used the elder’s arrival as an excuse.,Hamad realizes Michael believes Sultan feels unfairly displaced or resentful after losing his seat.,D,Misreading voluntary seat-giving to an elder as unfair displacement.,3,"In customary Emirati سنع, age and seniority carry social priority in the مجلس. A younger person offering a better seat to an elder, especially with respectful language such as ""تفضل يا عمي,"" is not usually understood as humiliation or unfair loss. Sultan’s action reflects good upbringing, respect for elders, and awareness of مجلس hierarchy. Michael’s misunderstanding is moderate because he applies an arrival-order fairness model and assumes Sultan feels resentful, while the local meaning frames the act as honorable and willing.","A person unfamiliar with this norm may assume that giving up a seat means being displaced, pressured, or treated unfairly. In this context, however, the act is a voluntary sign of respect and proper مجلس etiquette."
KM_H14,hierarchy,first,AR,"رافق ديفيد، وهو ضيف غير معتاد على السنع الإماراتي، صديقه إلى مجلس الشيخ، وجلس في مقعد بارز على يسار الشيخ. لاحقاً، دخل ضيف إماراتي يُدعى سعيد، ألقى السلام العام، وصافح الشيخ أولاً. ورغم أن ديفيد كان الأقرب جسدياً لسعيد من جهة اليسار، التفت سعيد فوراً إلى اليمين وبدأ بمصافحة صف طويل من الرجال وفق ترتيب التيامن. جلس ديفيد ويده شبه ممدودة، ثم قال بصوت مسموع: ""هل تجاهلتني عمداً؟ كنت الأقرب إليك."" شعر بعض الجالسين بالحرج، لأن ديفيد قطع ترتيب السلام في مجلس رسمي.",ما الاعتقاد الخاطئ الذي يحمله ديفيد حول نوايا سعيد؟,ديفيد,يعتقد ديفيد أن سعيد تجنبه لأنه ضيف غير إماراتي.,يعتقد ديفيد أن سعيد تجاهله عمداً.,يعتقد ديفيد أن سعيد ارتبك أمام الشيخ واختار جهة اليمين عشوائياً حتى لا يبدو متردداً في المجلس.,يعتقد ديفيد أن سعيد بدأ بالجالسين على اليمين لأنهم أقاربه أو أصحاب مكانة خاصة بالنسبة إليه.,B,سوء فهم التيامن في السلام باعتباره تجاهلاً شخصياً، مع قطع ترتيب السلام في مجلس رسمي.,4,في السنع الإماراتي، ترتيب السلام في المجلس لا يعتمد فقط على القرب الجسدي. بعد السلام العام ومصافحة الشيخ أو الكبير، قد يبدأ الداخل بالجهة اليمنى وفق قاعدة التيامن، ثم يكمل السلام على بقية الجالسين. لذلك، الشخص الجالس على اليسار لا يُعد متجاهَلاً إذا تأخر دوره؛ مكانه محفوظ داخل ترتيب معروف. سوء الفهم هنا شديد نسبياً لأن ديفيد لا يكتفي بالشعور بالإحراج داخلياً، بل يعلّق بصوت مسموع داخل مجلس رسمي ويتهم سعيداً بالتجاهل، مما يقطع نظام السلام ويحرج الحاضرين.,الشخص غير المعتاد على هذا السياق قد يفسر تجاوز الأقرب جسدياً كإهانة أو تفضيل شخصي. في هذا الموقف، الخطأ يصبح أوضح لأن ديفيد يحوّل سوء الفهم إلى تعليق علني داخل مجلس رسمي، بينما ترتيب السلام يتبع مقام الشيخ أولاً، ثم التيامن، لا مجرد المسافة بين الأشخاص.
KM_H15,hierarchy,first,AR,كان جون، وهو موظف أجنبي، يحضر اجتماعاً عادياً مع زملائه الإماراتيين الشباب في غرفة الاجتماعات. فجأة، دخل المدير العام للقسم، وهو رجل كبير في السن. في لحظة واحدة، هبّ الموظفون الشباب واقفين من مقاعدهم، ولم يجلسوا حتى جلس المدير. راقب جون المشهد وشعر بتوتر شديد، معتقداً أن بيئة العمل قمعية وأن زملاءه يخافون من المدير.,ما الاعتقاد الخاطئ الذي يحمله جون حول الحالة الذهنية لزملائه؟,جون,يعتقد جون أن وقوف زملائه نابع من الخوف.,يعتقد جون أن الموظفين وقفوا لأنهم ارتكبوا خطأً جماعياً وينتظرون توبيخ المدير أمام الجميع.,يعتقد جون أن قوانين الشركة تمنع الموظفين العاديين من الجلوس قبل الإدارة العليا في أي اجتماع.,يعتقد جون أن الاجتماع انتهى فجأة بدخول المدير، وأن الجميع وقفوا استعداداً لمغادرة الغرفة.,A,سوء فهم الوقوف للكبير أو صاحب المقام باعتباره خوفاً لا احتراماً.,0,في السنع الإماراتي، الوقوف عند دخول كبير السن أو صاحب المقام يمكن أن يكون تعبيراً عن الاحترام والتقدير، لا علامة خوف أو خضوع. عدم الجلوس حتى يجلس الكبير يعكس ترتيباً أدبياً يحفظ مقامه أمام الحاضرين. جون يقرأ الوقوف الجماعي من خلال نموذج يربطه بالقمع الإداري، بينما المعنى المحلي يرتبط بالتوقير وحسن الأدب.,الشخص الذي لا يعرف السياق الثقافي قد يربط الوقوف الجماعي للمسؤول بالخوف أو الخضوع، ويفوته أن الوقوف للكبير أو صاحب المقام قد يكون فعلاً طوعياً يعبر عن الاحترام.
KM_H17,hierarchy,first,AR,رافق مارك، وهو صديق أجنبي، زميله الإماراتي ماجد لزيارة والديه. عند الدخول، قبّل ماجد رأس أمه، ثم قبّل يد أبيه. بعد ذلك، اختار أن يجلس على وسادة منخفضة على الأرض بينما جلس والده على الأريكة، وبدأ يتحدث بصوت خافت ومحترم. شعر مارك بالحرج والشفقة تجاه صديقه، معتقداً أن ماجد يتصرف وكأنه مذنب أو خاضع أمام والديه.,ما الاعتقاد الخاطئ الذي يحمله مارك حول الحالة الذهنية لماجد؟,مارك,يعتقد مارك أن ماجد يحاول استعطاف والديه مادياً.,يعتقد مارك أن ماجد يشعر بالإرهاق أو المرض، لذلك جلس في مستوى منخفض وتحدث بصوت خافت.,يعتقد مارك أن والدي ماجد أجبراه على الجلوس بهذه الطريقة لأنه ارتكب خطأً قبل الزيارة.,يعتقد مارك أن ماجد يشعر بالخضوع أو الإذلال أمام والديه.,D,سوء فهم خفض الجناح للوالدين باعتباره إذلالاً لا براً واحتراماً.,0,في السنع الإماراتي، التعامل مع الوالدين يقوم على إظهار البر والاحترام من خلال الجسد والصوت والكلام. تقبيل رأس الأم أو يد الأب، وخفض الصوت، وعدم الجلوس في مستوى أعلى من الوالدين، كلها أفعال تعبّر عن التقدير لا عن الضعف. ماجد لا يشعر بالإذلال، بل يرى هذا السلوك جزءاً من حسن التربية والكرامة في بر الوالدين. مارك يفسر خفض الجناح من خلال نموذج يربطه بالخضوع، بينما المعنى المحلي يربطه بالمحبة والاحترام.,الشخص الذي لا يعرف السياق الثقافي قد يرى الجلوس في مستوى منخفض أو تقبيل اليد والرأس كعلامات خضوع أو خوف، ويفوته أنها في سياق بر الوالدين تعبّر عن الاحترام والمودة وحسن التربية.
KM_H18,hierarchy,first,AR,رافق ليام، وهو صديق أجنبي، زميله سلطان لزيارة والده. كانت هناك أريكة مرتفعة ومريحة وكرسي منخفض. بادر سلطان بالجلوس على الأريكة المرتفعة وترك الكرسي المنخفض لوالده. لاحظ ليام أن الوالد أصبح صامتاً وبدا عليه عدم الارتياح، لكنه اعتقد أن الوالد شخص يصعب إرضاؤه أو أنه يشعر بالتعب من الزيارة.,ما الاعتقاد الخاطئ الذي يحمله ليام حول سبب ضيق الوالد؟,ليام,يعتقد ليام أن ضيق الوالد نابع من مزاج شخصي.,يعتقد ليام أن الوالد منزعج لأنه يفضّل الجلوس وحده ولا يريد أن يكون سلطان قريباً منه أثناء الزيارة.,يعتقد ليام أن الوالد صامت لأنه متعب جسدياً أو غير مرتاح من طول الزيارة.,يعتقد ليام أن الوالد يريد من سلطان أن يجلس بجانبه تحديداً، لا في مواجهته أو في مكان مختلف من الغرفة.,A,سوء فهم ضيق الوالد باعتباره مزاجاً شخصياً لا ردّ فعل على جلوس الابن أعلى منه.,3,في السنع الإماراتي، المستوى الجسدي في الجلوس قد يحمل معنى احترامياً، خاصة مع الوالدين أو كبار السن. جلوس الابن في مكان أعلى أو أكثر راحة وترك والده في مقعد أدنى قد يُفهم كإخلال بترتيب الاحترام، حتى لو لم يقصد الابن الإساءة. الوالد لا يحتاج إلى التصريح بضِيقه؛ فالصمت وعدم الارتياح قد يكونان كافيين لتسجيل أن السنع لم يُراعَ. ليام يفسر الضيق كصفة شخصية أو تعب، بينما المعنى المحلي مرتبط بمكانة الوالد وطريقة الجلوس أمامه.,الشخص الذي لا يعرف السياق الثقافي قد يرى اختيار المقاعد مسألة راحة شخصية فقط، ويفوته أن الارتفاع والمكان في الجلوس يمكن أن يعبّرا عن احترام الكبير أو الإخلال بمقامه.
KM_H19,hierarchy,first,AR,كان الوالد يشرح قصة تاريخية، فقاطعه ابنه راشد ليصحح له تاريخاً خاطئاً بأسلوب مباشر أمام الضيوف. صمت الوالد فجأة وظهر عليه الانزعاج. كان جاك، وهو صديق أجنبي، حاضراً، وشعر بالرضا تجاه راشد، معتقداً أنه كان ذكياً ودقيقاً وساعد والده على تصحيح المعلومة أمام الجميع.,ما الاعتقاد الخاطئ الذي يحمله جاك حول الحالة الذهنية للوالد في هذه اللحظة؟,جاك,يعتقد جاك أن الوالد سيقدّر دقة راشد أمام الضيوف.,يعتقد جاك أن الوالد صمت لأنه يحاول تذكر بقية القصة بعد أن ساعده راشد في تصحيح التاريخ.,يعتقد جاك أن الوالد يشعر بالفخر لأن ابنه بدا مثقفاً ودقيقاً أمام الضيوف.,يعتقد جاك أن الوالد سمح لراشد بتولي الحديث لأنه يعرف تفاصيل القصة بشكل أفضل.,A,سوء فهم تصحيح الابن العلني لوالده باعتباره مساعدة لا إحراجاً.,4,في السنع الإماراتي، مقاطعة الكبير، وخاصة الوالد، وتصحيحه علناً أمام الضيوف قد تُعد قلة احترام لأنها تنتقص من هيبته في المجلس. حتى لو كانت المعلومة التي قالها الابن صحيحة، فالطريقة مهمة: يُتوقع من الابن أن ينتظر حتى ينتهي والده، أو يستأذن بلطف قبل أن يضيف أو يصحح. جاك يركّز على دقة المعلومة، بينما المعنى المحلي يركّز على حفظ مقام الوالد أمام الآخرين.,الشخص الذي لا يعرف السياق الثقافي قد يطبّق نموذجاً يرى أن قول الحقيقة مباشرة أهم من ترتيب الكلام وحفظ الهيبة، ويفوته أن التصحيح العلني للكبير قد يُفهم كإحراج حتى عندما تكون النية حسنة.
KM_H21,diyafa,first,ENG/AR,"During a long conversation in the مجلس, the host needs to reach for something behind him. Instead of turning his back, he shifts sideways and keeps his body angled toward the guest. An expatriate guest, Chris, notices the awkward movement and thinks the host suddenly seems uneasy.",What false belief does Chris hold about the host's internal state?,Chris,Chris believes the host is uncomfortable because he wants the conversation to end.,Chris believes the host is acting nervous or suspicious and may be hiding something.,Chris believes the host is trying to signal privately to someone outside the room.,Chris believes the host is physically uncomfortable and trying to stretch without interrupting the conversation.,B,Misreading the host's sideways movement as nervousness instead of guest respect.,0,"In customary Emirati سنع, a host avoids turning his back to a seated guest. If he needs to reach for something, he may shift sideways, angle his body, or ask for help instead of fully turning away. This is a physical performance of respect, not nervous or suspicious behavior.","A person unfamiliar with this norm may interpret the awkward movement as uneasiness or secrecy, missing that the host is maintaining respect by avoiding showing his back to the guest."
KM_H22,hierarchy,first,ENG/AR,"Ahmed visits his friend in the hospital. He stays for about ten minutes, says ""مأجور وأجر وعافية,"" and leaves. A nurse from a different culture watches this and later says, ""That was such a short visit. Maybe he does not really care.""",What does the nurse misunderstand about Ahmed's intention?,Nurse,The nurse thinks Ahmed left quickly because he felt uncomfortable around illness.,The nurse thinks Ahmed’s short visit means he does not care deeply about the patient.,The nurse thinks Ahmed only came because someone pressured him to visit.,The nurse thinks Ahmed was following a strict hospital rule about visitor timing.,B,Misreading a brief hospital visit as lack of care.,0,"In customary Emirati سنع, visiting the sick is important, but the visit is often kept brief so the patient can rest. Saying ""مأجور وأجر وعافية"" expresses care and prayer for recovery. In this context, leaving after a short visit can be considerate rather than cold.","A person unfamiliar with this norm may assume that a longer visit shows more care, while the local norm may treat a brief, prayerful visit as more respectful of the patient’s comfort."
KM_C6,community_obligation,first,ENG/AR,"Hamad is hosting a وليمة for invited guests. His neighbor Saleh drops in without having been invited. Hamad smiles warmly, offers him qahwa, seats him at the side, and makes sure he is included in the meal. Saleh leaves feeling fully welcomed. Later, Hamad’s wife asks whether Saleh had been invited. Hamad quietly shakes his head no.",What is Hamad most likely thinking beneath his warm treatment of Saleh?,Hamad,Hamad is worried that he forgot to invite Saleh and is relieved Saleh came anyway.,Hamad is pleased because Saleh’s arrival shows that the neighborhood has a relaxed and open social atmosphere.,"Hamad privately recognizes that Saleh arrived awkwardly, even though he treats him warmly.",Hamad believes Saleh came to test whether the family had prepared enough food for unexpected guests.,C,Attending a وليمة without invitation while the host must still preserve hospitality.,3,"In Emirati سنع, a host is expected to receive a guest generously, even if the guest arrives unexpectedly or awkwardly. This can create a layered situation: the host may privately recognize that a boundary was crossed while outwardly maintaining warmth, qahwa, food, and inclusion. The proverb ""لي يي بليا داعي ييلس بليا فراش"" captures the awkward position of the uninvited guest, but a skilled host conceals discomfort during the act of hosting.","A person unfamiliar with this norm may read Hamad’s warmth as simple pleasure, missing that hospitality can coexist with private awareness of a social breach."
KM_G01,gender_interaction,first,EN,"Reem and Saeed are co-presenting a project to potential business partners. When a senior male guest enters, Reem steps back slightly while Saeed steps forward to handle the handshake and introductions. Thomas, a foreign business partner, notices the shift and later tells a colleague, ""It looked like Saeed took over the room.""",What misinterpretation is Thomas making about the mental dynamic between Reem and Saeed?,Thomas,Thomas believes Saeed is trying to impress the senior guest by making himself appear more important than Reem.,Thomas believes Reem is being excluded or pushed aside by Saeed.,Thomas believes Reem forgot the correct introduction protocol and Saeed had to correct her mistake.,Thomas believes Saeed and Reem are avoiding the senior guest because they are uncomfortable with the meeting.,B,Misreading coordinated mixed-gender professional etiquette as exclusion.,2,"In customary Emirati سنع, a male colleague may handle the handshake and initial greeting with a senior male guest when the female colleague has not initiated contact. This can be a mutually understood way of respecting modesty norms in a professional setting, not an act of silencing or exclusion.","A person unfamiliar with this norm may read Reem’s step back as suppression, while the local interpretation may see it as coordinated professional etiquette."
KM_G03,gender_interaction,first,ENG/AR,"At a traditional Emirati wedding, men and women celebrate in separate areas. A male caterer accidentally enters the women’s section while looking for the service area. The women immediately adjust their عبايات, some turn slightly away, and others move to the side to restore the privacy of the space. Sarah, a visiting guest who is unfamiliar with gender-separated wedding customs, watches the scene and thinks the women have suddenly become frightened or personally threatened.",What false belief does Sarah hold about the women's internal state?,Sarah,Sarah believes the women are panicking or feeling personally threatened by the caterer’s presence.,Sarah believes the women are embarrassed because they were not ready to be seen by wedding staff.,Sarah believes the women are angry because the caterer entered without greeting the host first.,Sarah believes the women are leaving because the wedding program is about to move to another room.,A,Misreading modesty adjustments after an accidental boundary crossing in a gender-separated space as panic or fear.,3,"In customary Emirati سنع around gender-separated celebrations, the women's section is treated as a private space. The women have not violated a norm; rather, they are calmly restoring the boundary after an unrelated man enters by mistake. Adjusting عبايات, turning slightly away, or moving aside can be modesty responses, not signs of panic or danger. Sarah’s misunderstanding is moderate because she misreads a culturally expected privacy response as fear or personal threat.","A person unfamiliar with gender-separated event norms may interpret sudden modesty adjustments as panic, fear, or danger. In this context, however, the local meaning is a calm response to an accidental privacy boundary crossing."
KM_G04,gender_interaction,second,EN,"Nadia introduces her colleague Dana to a male visitor from abroad. The visitor extends his hand. Dana smiles politely, greets him verbally, but does not extend her hand. The visitor pauses, withdraws his hand awkwardly, and becomes quieter for the rest of the meeting. Nadia notices his reaction and realizes he has misunderstood Dana’s intention.",Which answer best captures what Nadia realizes about the visitor’s misunderstanding?,Nadia,"The visitor thinks Dana’s refusal to shake hands was a personal rejection, while Nadia understands that Dana was maintaining a modesty boundary.","The visitor thinks Dana did not notice his hand, while Nadia understands that Dana was distracted by the meeting.","The visitor thinks Dana avoided the handshake because he has lower professional status, while Nadia understands that she was waiting for a formal introduction.","The visitor thinks Dana follows the same no-handshake rule with everyone, while Nadia understands that Dana was upset with him personally.",A,Misreading a modesty-based handshake boundary as personal rejection.,4,"In customary Emirati and Islamic modesty norms, some women may choose not to shake hands with unrelated men while still greeting them warmly and professionally through speech, eye contact, or polite acknowledgment. Dana’s action is not meant as personal rejection, but the visitor interprets it through a different greeting norm. Nadia understands that the visitor has mistaken a modesty boundary for coldness or dislike.","A person unfamiliar with Emirati or Islamic modesty norms may assume that refusing a handshake means rejection, rudeness, or lack of professionalism, missing that a respectful verbal greeting can replace physical contact."
KM_G07,gender_interaction,first,ENG/AR,"Two Emirati men greet each other at a gathering by briefly touching noses, a gesture known as موايهة بالخشوم. A visiting tourist who is unfamiliar with Emirati male greeting customs sees the gesture and feels unsure how to interpret the physical closeness. Later, he says quietly, ""I didn’t realize that was a normal respectful greeting here.""",What false belief does the tourist hold about the men's relationship?,Tourist,The tourist believes the men are using the gesture to confirm they belong to the same tribe.,The tourist believes the men are testing each other's personal space before speaking.,The tourist believes the men are showing that one man has higher social status than the other.,The tourist believes the men are being unusually intimate.,D,Misreading موايهة بالخشوم as unusual intimacy instead of a customary respectful male greeting.,2,"In customary Emirati سنع, موايهة بالخشوم is a brief nose-to-nose greeting used by men as a sign of respect, brotherhood, and social closeness within an accepted cultural register. It is not romantic, inappropriate, or unusually intimate. The misunderstanding is mild to moderate because the tourist privately misreads a normal greeting cue, but does not openly insult or disrupt the interaction.","A person unfamiliar with this greeting may focus on the physical closeness and misread it as unusual intimacy. In this context, however, the gesture functions as a respectful Emirati male greeting that communicates warmth, familiarity, and social respect."
KM_G09,gender_interaction,second,ENG/AR,"At a family gathering, a male cousin reaches the doorway of a room where women are sitting. Before entering, he calls out ""هود هود"" and waits until someone inside replies ""هدا هدا."" The women calmly adjust their عبايات and shawls before he passes through toward the men's section. His foreign-raised brother watches this and later says, ""That felt like he was making them nervous."" Mariam realizes he has misunderstood the cousin's intention.",What does Mariam realize the foreign-raised brother believes about the cousin's intention?,Mariam,Mariam realizes he believes the cousin is announcing himself because he thinks the women are disorganized and need to be warned before he enters.,Mariam realizes he believes the cousin is using an old-fashioned phrase to make himself look more traditional in front of the family.,Mariam realizes he believes the cousin is asking permission from the older men nearby.,Mariam realizes he believes the cousin's call is about the women's fear or discomfort.,D,Misreading هود هود as creating fear instead of respecting gendered space.,2,"In Emirati سنع, a man may call out before entering a room or passing through a space where women may be sitting. The reply gives women time to adjust or signal that he may enter. This is a routine modesty practice, not a sign that the women fear or dislike him.","A Western observer may misread the call-and-response as dramatic, controlling, or fear-based, instead of understanding it as a respectful warning before entering a gendered family space."
