scenario_id,norm_category,tom_order,language,scenario_text,character,option_A,option_B,option_C,option_D,correct_answer,violated_norm,severity,cultural_explanation,common_western_misreading
KM_H17,hierarchy_wasta,first,AR,ابن يزور والديه في بيتهم المستقل. يقبّل رأس أمه أولاً ثم يقبّل يد أبيه. يجلس على مستوى أدنى من الأب ويخفض صوته.,الابن,الابن خائف من والديه,الابن يريد أن يطلب شيئاً,الابن يتصرف بتكلف زائد,الابن يطبّق سنع التعامل مع الوالدين: تقبيل الرأس واليد الجلوس على مستوى أدنى وخفض الصوت,D,من سنع التعامل مع الوالدين: تقبيل رأس الأم أولاً ثم الأب خفض الصوت وعدم الجلوس على مستوى أعلى منهما.,5,هذه الأفعال مجتمعة تعبير كامل عن سنع احترام الوالدين في الأسرة الإماراتية. إغفال أي منها ينقص من قدر الزائر.,الشخص الأجنبي يكتفي بتحية عادية دون هذا الترتيب.
KM_H18,hierarchy_wasta,first,ENG/AR,أصرّ الابن على الجلوس على كرسي أعلى من كرسي والده أثناء الزيارة. بدا على الوالد عدم الارتياح.,الوالد,الوالد يريد الابن أن يجلس بعيداً,الوالد يشعر بألم في ظهره,الوالد يريد كرسياً أفضل,الوالد يشعر بعدم ارتياح لأن جلوس الابن على مستوى أعلى منه يخالف سنع التعامل مع الوالدين,D,من سنع التعامل مع الوالدين عدم الجلوس على مستوى أعلى منهما احتراماً لمقامهما.,4,الجلوس أعلى من الوالدين جسدياً تجاوز للحدود الأدبية في السنع الإماراتي.,الشخص الأجنبي يختار أي كرسي دون اعتبار للمستوى.
KM_H19,hierarchy_wasta,first,AR,قاطع الابن والده أثناء كلامه. صمت الوالد وعلت على وجهه علامات الانزعاج.,الوالد,الوالد لا يحب هذا الحديث,الوالد يريد تغيير الموضوع,الوالد منزعج لأن مقاطعة الوالد تخالف سنع التعامل مع الوالدين حتى لو كان مخطئاً,الوالد نسي ما كان يقوله,A,من سنع التعامل مع الوالدين عدم مقاطعتهما ولا الجدال معهما حتى لو كانا مخطئين.,5,مقاطعة الوالد أثناء كلامه من أشد الأمور المخالفة للسنع الإماراتي. الابن يستطيع أن يُعبّر عن رأيه بعد انتهاء الوالد وباستئذان.,الشخص الأجنبي يرى المقاطعة في النقاش العائلي أمراً طبيعياً.
KM_H20,hierarchy_wasta,first,AR,طلب صاحب المجلس من أحد الجالسين مناولته شيئاً. قبل الطلب قال: ما عليك أمر. ناوله الجالس الشيء بيده اليمنى.,صاحب المجلس,صاحب المجلس يطبّق سنع الطلب: قول ما عليك أمر قبل طلب شيء من آخر والتناول باليمنى,صاحب المجلس يخشى أن يرفض الجالس,صاحب المجلس غير مرتاح,صاحب المجلس يتكلف الأدب,C,من سنع الطلب من الآخر قول ما عليك أمر أولاً. ومن سنع التناول والمناولة استخدام اليد اليمنى.,4,عبارة ما عليك أمر تُلطّف الطلب وتُعبّر عن أنه ليس واجباً على الآخر. وهي من أدق تعبيرات السنع في إدارة العلاقات.,الشخص الأجنبي يطلب مباشرة دون هذه العبارة.
KM_H21,hierarchy_wasta,first,AR,في المجلس لم يُولِ صاحب المجلس ظهره لأي ضيف عند الجلوس. كان دائماً متعامداً أو مواجهاً.,صاحب المجلس,صاحب المجلس يطبّق سنع الجلوس: ألا يُولي ظهره لأحد من الجالسين احتراماً لهم,صاحب المجلس لا يجد وضعاً مريحاً,صاحب المجلس يريد رؤية الجميع,صاحب المجلس يُبالغ في التحرك,C,من سنع الجلوس في المجلس الإماراتي ألا يُولي صاحب المجلس ظهره لأي ضيف.,4,إيلاء الظهر لشخص في المجلس رسالة سلبية في الثقافة الإماراتية. يجب أن يكون وجه الجالس أو جانبه نحو الجالسين لا ظهره.,الشخص الأجنبي يلتفت بشكل طبيعي أثناء حديثه دون مراعاة من هو خلفه.
KM_H22,hierarchy_wasta,first,ENG/AR,زار رجل مريض في المستشفى. مكث عشر دقائق وقال مأجور وأجر وعافية ودعا له بالشفاء.,الزائر,الزائر لا يهتم بصديقه ويريد الانصراف,الزائر يطبّق سنع عيادة المريض: الزيارة الخفيفة لا تتجاوز عشر دقائق مع كلمات المواساة والدعاء,الزائر كان مشغولاً حقاً,الزائر خائف من العدوى,B,من سنع عيادة المريض الزيارة القصيرة التي لا تتجاوز عشر دقائق مع الدعاء والكلمات المشجعة.,4,المريض يحتاج للراحة. الزيارة القصيرة المواسية أكثر نفعاً. السنع يوازن بين الواجب الاجتماعي والرعاية الصحية.,الزائر الأجنبي يجلس طويلاً ظناً أن ذلك يُعبّر عن اهتمامه.
KM_H23,hierarchy_wasta,first,AR,حضر شخص لوليمة لم يُدعَ إليها. صاحب الوليمة أكرمه ظاهراً لكن داخلياً يعلم أنه خالف السنع.,صاحب الوليمة,صاحب الوليمة لا يُلاحظ الفرق,صاحب الوليمة سعيد بحضور الجميع,صاحب الوليمة يُكرم الضيف غير المدعو ظاهراً لأن الكرم واجب لكنه يعلم أن الحضور دون دعوة يخالف السنع,صاحب الوليمة نسي دعوة هذا الشخص,A,الحضور لوليمة دون دعوة يخالف السنع. المثل يقول لي يي بليا داعي ييلس بليا فراش.,4,الشخص غير المدعو يُحرج نفسه ولو أُكرم ظاهراً. الكرم الإماراتي يُكرّم الجميع لكن السنع واضح في أن الدعوة شرط الحضور.,الشخص الأجنبي قد يظن أن الحضور بدون دعوة يدل على الألفة.
KM_H24,hierarchy_wasta,first,AR,في مجلس العزاء حضر المعزّون وجلسوا بهدوء. أحدهم تكلم بصوت عالٍ فنظر إليه الجالسون.,الجالسون,الجالسون لا يحبون هذا الشخص,الجالسون خائفون من الصوت,الجالسون يريدون إحراج هذا الشخص,الجالسون يُنكرون سلوكاً يخالف سنع مجلس العزاء: رفع الصوت والضحك فيه قلة سنع,D,من سنع مجلس العزاء الهدوء وخفض الصوت واحترام حزن أصحاب المصيبة. رفع الصوت إهانة للمكان وأهله.,5,مجلس العزاء مقام تراحم. كل سلوك يُشير إلى اللامبالاة بحزن الآخرين يُعدّ قلة سنع صريحة.,الشخص الأجنبي قد لا يدرك أن ضحكة أو رفع صوت في هذا السياق جريمة اجتماعية.
KM_H25,hierarchy_wasta,first,AR,قال المعزّي عظم الله أجركم والله يصبركم. ردّ صاحب البيت الحمد لله على كل حال وخلاف الله.,المعزّي,المعزّي وصاحب البيت يتبادلان عبارات سنع التعزية المتعارف عليها في الثقافة الإماراتية,المعزّي لا يعرف ماذا يقول,المعزّي غير صادق,المعزّي يقرأ من ورقة,C,من سنع مجلس العزاء وجود عبارات محددة للتعزية ورد عليها. هذا تبادل لغوي راسخ يُعبّر عن التراحم والتلاحم.,4,عبارات العزاء محددة ومتوارثة في السنع الإماراتي. الجميع يعرف دوره. إغفال هذه العبارات يُشعر الأسرة المكلومة بجفاء.,الزائر الأجنبي يُعبّر عن تعازيه بأسلوبه الخاص دون معرفة هذه العبارات المحددة.
KM_G01,gender_interaction,first,EN,At a mixed-gender work event Reem and her male colleague Saeed are presenting together. When a senior male guest arrives Saeed steps forward to shake hands. Reem steps back slightly.,Senior guest,The senior guest thinks Reem is uninterested,The senior guest thinks Reem is shy,The senior guest thinks Reem is excluded from her own presentation,The senior guest reads this as appropriate gender-differentiated positioning in a mixed professional setting,D,"In many Emirati professional contexts, men and women adjust their positioning in mixed-gender interactions especially with unfamiliar senior men. Reem stepping back is not exclusion.",3,Reem stepping back is a contextually appropriate adjustment. Saeed taking the lead in the handshake exchange is expected. This is not discrimination but a recognised سنع adaptation.,A Western observer might flag this as gender inequality or read Reem as disengaged.
KM_G02,gender_interaction,first,EN,Mariam is at a hospital appointment. The male doctor asks her questions. She answers briefly and her husband speaks on her behalf for some questions.,Doctor,The doctor understands this as a culturally appropriate modesty behaviour in a mixed-gender medical setting,The doctor thinks Mariam does not trust doctors,The doctor thinks Mariam cannot speak for herself,The doctor thinks Mariam is hiding medical information,C,In conservative Gulf households a woman may limit direct interaction with an unfamiliar male professional even in medical settings. The husband acting as a liaison is a سنع-informed choice.,3,This reflects gender modesty norms not medical evasion. The doctor should direct sensitive questions to Mariam but should not be surprised by her deferring to her husband.,A Western doctor might be concerned that Mariam is being silenced or abused.
KM_G03,gender_interaction,first,EN,At a traditional Emirati wedding the men and women celebrate in separate areas. A male caterer enters the women's section by mistake. The women immediately rearrange their عبايات and some leave.,Women,The women are automatically enforcing gender separation نسنع by adjusting their dress and removing themselves from the space,The women are angry at the caterer,The women want to embarrass the caterer,The women are afraid of the caterer,C,Gender-segregated spaces in Emirati weddings are taken seriously. A male entering the women's section triggers an automatic سنع response: adjust and give space.,4,The women are not afraid or angry. Their response is calm and automatic. It reflects a well-internalised norm about gender-separated spaces. The caterer has accidentally crossed a boundary.,A Western observer might assume the women are reacting to personal threat or danger.
KM_G04,gender_interaction,second,EN,Nadia introduces her colleague Dana to a male visitor from abroad. The visitor extends his hand. Dana does not extend hers. The visitor thinks Dana is being rude. Dana thinks the visitor does not know her norm.,Visitor,The visitor thinks Dana did not see his hand,The visitor thinks Dana is angry about something else,The visitor understands Dana has a religious reason,The visitor thinks Dana is rude and unfriendly because he lacks the cultural knowledge to interpret her behaviour correctly,D,This is a classic cross-cultural ToM failure. Dana's behaviour is correct by her own cultural and religious norms. The visitor holds a false belief about Dana's motivation.,5,Dana is following a modesty norm rooted in Islamic practice. The visitor's misreading is entirely predictable. A model must represent the visitor's false belief not Dana's true intention.,A Western-trained model may give the wrong answer by attributing the correct motivation to the visitor instead of representing his false belief.
KM_G05,gender_interaction,first,EN,At a university event a male student approaches a group of Emirati female students to ask about a class assignment. He addresses the group generally rather than any one person directly.,Male student,The male student thinks the girls are unapproachable,The male student is awkward and should address one person,The male student is following the appropriate سنع of not singling out an individual female student in a public mixed-gender setting,The male student does not know anyone in the group,A,Addressing the group rather than an individual female is a gender-appropriate interaction strategy in public mixed-gender Emirati settings. It avoids putting any one girl on the spot.,3,The male student has correctly navigated the interaction. The girls' brief response is appropriate. Both parties handled this according to سنع.,A Western observer might read the male student's approach as awkward or the girls' brief response as unfriendly.
KM_G06,gender_interaction,first,EN,A male colleague from abroad tries to take a group photo with Emirati female colleagues. The women step out of the frame.,Male colleague,The women are following their personal سنع norm of not being photographed with unrelated men in a professional setting,The women do not like the colleague,The women are camera-shy,The women are being antisocial and rude,C,"Many conservative Emirati women avoid being photographed with unrelated men, especially in professional settings. This is a personal and culturally grounded سنع choice.",4,Stepping out of a photo is not rudeness. It is a quiet and dignified expression of a personal boundary. The colleague should not take it personally.,A foreign colleague might feel personally rejected or think the women are being antisocial.
KM_G07,gender_interaction,first,EN,Two Emirati men greet each other at a gathering by touching noses الموايهة بالخشوم and exchange kind words. Neither extends a hand.,Men,The men are performing the traditional Emirati male greeting which involves touching noses as a sign of brotherhood and respect,The men are from the same family,The men do not know the formal handshake,The men are being overly familiar in a professional setting,C,"الموايهة بالخشوم is a traditional Emirati male greeting. Touching noses expresses warmth, brotherhood, and social closeness. It is part of سنع and is a mark of Emirati cultural identity.",4,This greeting is specific to Emirati and some Gulf cultures. The book describes it as طقس إماراتي أصيل. Extending a hand for a handshake during this greeting would be inappropriate.,A Western observer might find the nose greeting unusual or interpret it as an unusual form of physical affection.
KM_G08,gender_interaction,first,EN,A male Emirati did not extend his hand to the Emirati woman he was introduced to. He waited to see if she would extend hers first.,Male Emirati,The man does not like the woman,The man is being rude by not greeting the woman,The man is following the سنع that a man should not extend his hand to an Emirati woman unless she initiates,The man is shy,A,The سنع book states clearly: a man should not extend his hand for a handshake with a female Emirati unless she extends hers first. Initiating the handshake is her right.,4,This is not rudeness. It is respect for the woman's agency and modesty. The man is following سنع precisely. Extending his hand unsolicited would be considered قلة سنع.,A Western man would automatically extend his hand for a handshake and would not understand why the other person hesitated.
KM_G09,gender_interaction,first,ENG/AR,At a family gathering a male cousin passes through the women's area. The women adjust their عبايات until he passes.,Women,The women are correctly following the سنع of gender boundaries even within family: non-محرم males require women to adjust their covering,The women are trying to signal the cousin to leave faster,The women are cold and rearranging for comfort,The women are overreacting to a family member,C,"Even within family gatherings, non-محرم males require women to maintain their covering. The adjustment is automatic and respectful. It is سنع not fear.",4,The سنع of gender separation applies even within extended family settings. The women's response is not emotional — it is a calm and internalised norm.,A Western observer might find the reaction excessive within a family setting.
KM_G10,gender_interaction,first,ENG/AR,A female colleague asks to take a photo with a group at a work event. The Emirati women in the group agree. The foreign male colleague tries to join the photo. The Emirati women step aside.,Emirati women,The Emirati women are applying their personal سنع norm of not being photographed with unrelated men,The Emirati women do not like this colleague,The Emirati women did not see the colleague approaching,The Emirati women are being rude to their colleague,C,The سنع norm of not being photographed with unrelated men applies regardless of the professional setting. The women stepping aside is a quiet assertion of their values.,3,This is not a personal rejection of the colleague. It is a principled norm. The سنع teaches that a woman's modesty choices should be respected not questioned.,A foreign colleague would feel personally rejected and might think the women's behaviour signals hostility.
KM_G11,gender_interaction,first,ENG/AR,Reem does not shake hands with her male colleague's visiting international partner. The partner thinks Reem is being unfriendly. Reem thinks the visitor does not understand that she does not shake hands with unrelated men.,Partner,The partner thinks Reem is angry about something,The partner understands Reem has a religious reason for not shaking hands,The partner thinks Reem is rude because he does not have the cultural knowledge to read her behaviour correctly,The partner thinks Reem did not see his hand,A,This is a cross-cultural ToM scenario. The partner holds a false belief about Reem's motivation. Reem's behaviour is correct by her سنع norms but the visitor lacks the knowledge to understand this.,5,Reem is not being rude. The partner's misreading is predictable and understandable from a cross-cultural perspective. A model must represent the partner's false belief not Reem's true intention.,A Western-trained model may incorrectly attribute the correct intention to the partner.
KM_G12,gender_interaction,first,ENG/AR,Latifa's husband received the male delivery person at the door. Latifa stayed in the other room.,Latifa,Latifa is being unnecessarily avoidant,Latifa is following the سنع of limiting direct interaction with unrelated men at the door by having her husband receive the visitor,Latifa is lazy,Latifa is afraid of strangers,B,"In conservative Emirati homes, having a male family member receive unrelated men at the door is a سنع-informed practice rooted in modesty.",3,Latifa is exercising a principled choice. Her husband handling the door is practical and culturally normal. This is not fear — it is an expression of personal سنع values.,A Western observer might think Latifa is being unnecessarily avoidant or that there is something wrong.
KM_G13,gender_interaction,first,ENG/AR,At a work gathering a senior female Emirati extended her hand to greet a male international colleague. He shook it and she smiled.,Senior female,The senior female is exercising her right to initiate a handshake with a man when she chooses to according to سنع. The initiative belongs to her.,The senior female did not realise what she was doing,The senior female does not follow conservative norms,The senior female is violating her own norms,C,The سنع is clear: the initiative belongs to the woman. If she extends her hand it is appropriate to shake it. The سنع gives the woman agency over whether to initiate contact.,3,This is not a contradiction of modesty norms. The woman choosing to shake hands is within the سنع framework. The key is that the man does not initiate. She decides.,A Western observer might think either this shows the norms are inconsistent or might not understand why the man waited for her to go first.
KM_G14,gender_interaction,first,AR,في مجلس النساء دخلت ضيفة جديدة. ذهبت أولاً للسلام على أكبر امرأة في المجلس وقبّلت رأسها ثم سلّمت من اليمين إلى اليسار.,الضيفة,الضيفة تعرف الكبيرة فقط,الضيفة تتجاهل باقي الضيوف,الضيفة تتصرف بشكل غريب,الضيفة تطبّق سنع دخول مجلس النساء: السلام على الأكبر أولاً ثم من اليمين إلى اليسار,D,من سنع دخول مجلس النساء السلام على أكبر امرأة أولاً وتقبيل رأسها ثم التسليم من اليمين إلى اليسار.,5,هذا الترتيب ليس عشوائياً. إنه تعبير عن احترام السن والمقام. البدء بغير الأكبر يُعدّ قلة سنع.,الزائرة الأجنبية تُسلّم على من تعرفه أولاً.
KM_G15,gender_interaction,first,ENG/AR,التقى رجلان إماراتيان في المجلس فتبادلا الموايهة بالخشوم ثم تبادلا عبارات الترحيب.,الرجلان,الرجلان يؤدّيان الموايهة بالخشوم وهي التحية الإماراتية الأصيلة التي وصفها كتاب السنع بأنها طقس إماراتي خاص,الرجلان من عائلة واحدة فقط,الرجلان لا يعرفان المصافحة,الرجلان يتصرفان بشكل غير مألوف,C,الموايهة بالخشوم هي التحية الإماراتية الأصيلة: تلامس أطراف الأنوف في حركة سريعة وخفيفة تعبيراً عن الأخوة والاحترام.,4,كتاب السنع يصفها بأنها طقس إماراتي مميز يحافظ عليه المجتمع عبر الأجيال. لا تُمدّ اليد للمصافحة أثناء هذه التحية.,الزائر الأجنبي يجد هذه التحية غريبة ويُفسّرها تفسيراً مختلفاً.
KM_G16,gender_interaction,first,AR,رجل إماراتي قُدّم لسيدة إماراتية. لم يمدّ يده للمصافحة. انتظر حتى مدّت هي يدها أولاً ثم صافحها.,الرجل,الرجل خجول,الرجل لا يُريد التحية,الرجل غير مؤدب,الرجل يطبّق سنع التحية بين الرجال والنساء: لا يمدّ الرجل يده لسيدة إماراتية حتى تبادر هي أولاً,D,يُوضح كتاب السنع أن الرجل لا يمدّ يده لمصافحة السيدة الإماراتية ما لم تبادر هي بمد يدها أولاً.,4,هذا ليس قلة أدب. إنه احترام لحق المرأة في تحديد طبيعة التفاعل. البادئ بالمصافحة هو من يُقرّر وفي هذا السنع تُقرّر المرأة.,الشخص الأجنبي يمدّ يده تلقائياً دون انتظار.
KM_G17,gender_interaction,first,ENG/AR,في حفل الأعراس الإماراتي كان الرجال والنساء في قاعتين منفصلتين. دخل أحد موظفي الخدمة بالخطأ لقاعة النساء. النساء فوراً أعدن ترتيب عباءاتهن.,النساء,النساء يريدن إحراج الموظف,النساء بردانات,النساء يخفن من الموظف,النساء يطبّقن سنع الحفاظ على الفصل بين الجنسين بالتكيّف الفوري,D,من سنع الحفاظ على مجالس النساء التكيّف الفوري عند دخول رجل غير محرم بتعديل العباءة والابتعاد.,4,هذا التصرف ليس خوفاً أو غضباً. إنه تطبيق تلقائي هادئ لسنع الحفاظ على خصوصية مجالس النساء.,الزائر الأجنبي يعتقد أن النساء يخفن أو يغضبن.
KM_G18,gender_interaction,first,ENG/AR,في اجتماع مختلط دخل مسؤول كبير. الموظفون جميعهم قاموا. الموظفات الإماراتيات قمن أيضاً لكنهن ظللن يُسلّمن من مسافة دون مصافحة.,الموظفات,الموظفات لا يعرفن المسؤول,الموظفات لا يُريدن التحية,الموظفات غير محترمات,الموظفات يطبّقن سنع مزدوج: القيام احتراماً للكبير والتسليم من مسافة دون مصافحة احتراماً لسنع التعامل بين الجنسين,D,القيام للكبير سنع المجلس. التسليم من مسافة دون مصافحة سنع التعامل بين الجنسين. الأمران معاً سنع متكامل.,4,هذا مثال على تداخل نوعين من السنع في موقف واحد. كل عنصر في سلوك الموظفات مُبرَّر بمبدأ سنع محدد.,الشخص الأجنبي قد يرى تناقضاً في القيام دون المصافحة دون أن يفهم أن كلاً منهما سنع مستقل.
KM_G19,gender_interaction,first,AR,طالبة إماراتية جلست أمام حاسوبها في غرفة مفتوحة في الجامعة. دخل أستاذ ذكر. لم تقم لأنها لم تُلاحظه. نبّهها زميل فقامت فوراً.,الطالبة,الطالبة قامت فور انتباهها مطبّقةً سنع القيام للمعلم وهو واجب حتى في السياقات المختلطة,الطالبة لا تحترم الأستاذ,الطالبة خجلانة,الطالبة تتصرف بشكل خاطئ,C,من سنع الطالب مع المعلم القيام عند دخوله. القيام الفوري بعد الانتباه دليل على استيعاب السنع.,4,من سنع الطالب التبكير للفصل والقيام للمعلم عند دخوله. قيامها فور انتباهها يُظهر أنها تملك السنع وإن تأخر التطبيق.,الطالب الأجنبي لا يقوم عند دخول المعلم ويرى ذلك أمراً طبيعياً.
KM_G20,gender_interaction,second,AR,زميل أجنبي قدّم نفسه لزميلته الإماراتية ومدّ يده. لم تمدّ هي يدها. يظن أنها غير مؤدبة. هي تظن أنه لا يعرف العرف.,الزميل,الزميل ظن أنها غاضبة منه,الزميل يفهم سبب عدم المصافحة,الزميل يظن أن الزميلة غير مؤدبة لأنه لا يعرف السنع الثقافي,الزميل ظن أنها لم تره,A,هذا موقف فشل في نظرية العقل عبر الثقافات. الزميل لديه معتقد خاطئ حول دوافع الزميلة.,5,الزميلة تتصرف وفق سنعها. الزميل يُفسّر السلوك من إطاره الثقافي الخاص وينتج عنه معتقد خاطئ. النموذج يجب أن يُمثّل هذا المعتقد الخاطئ.,النموذج قد يُعطي الإجابة الخاطئة إذا نسب للزميل الفهم الصحيح بدلاً من المعتقد الخاطئ.
KM_G21,gender_interaction,first,AR,طالبة دخلت الفصل وجلست. دخل الأستاذ فقامت مع بقية الطلاب.,الطالبة,الطالبة تريد لفت انتباه الأستاذ,الطالبة في عجلة للخروج,الطالبة تطبّق سنع احترام المعلم: القيام عند دخوله حتى في السياقات المختلطة,الطالبة مفاجأة بوصول الأستاذ,A,من سنع الطالب مع المعلم القيام عند دخوله. هذا السنع لا يتغير بتغيّر الجنس أو السياق.,4,القيام للمعلم عند دخوله من أصول السنع سواء كان المجلس لرجال أو نساء أو مختلطاً. هذا سنع عابر للسياقات.,الطالب الأجنبي يجلس مكانه ولا يرى في ذلك أي قلة أدب.
KM_G22,gender_interaction,first,ENG/AR,في حفل مختلط في الجامعة اقترب طالب ذكر من مجموعة من الطالبات لسؤالهن عن تفصيلة في المشروع. وجّه سؤاله للمجموعة دون تخصيص فتاة واحدة.,الطالب,الطالب لا يعرف أياً منهن,الطالب يظن أنهن لن يردّ عليه,الطالب يتصرف بشكل محرج,الطالب يطبّق السنع الصحيح في التعامل المختلط: التوجه للمجموعة لا لفتاة واحدة بعينها في الأماكن العامة,D,من سنع التعامل المختلط في البيئات الإماراتية العامة توجيه الحديث للمجموعة لا لفرد واحد لتجنب وضع أي فتاة في موقف محرج.,3,الطالب تصرف بذكاء اجتماعي. توجيه السؤال للمجموعة حفظ كرامة الجميع وأتاح للطالبات الإجابة باختيار حرّ.,الزائر الأجنبي يُخصّص شخصاً واحداً للحديث دون اعتبار لهذه الاعتبارات.
KM_G23,gender_interaction,first,EN,مريم في المستشفى. الطبيب ذكر لم تقابله من قبل. تُجيب بإيجاز وزوجها يتكلم نيابةً عنها في بعض الأسئلة.,الطبيب,الطبيب يظن مريم تُخفي معلومات طبية,الطبيب يفهم أن هذا سلوك تواضع ثقافي مناسب في الإعداد الطبي المختلط,الطبيب يظن مريم لا تثق بالأطباء,الطبيب يظن مريم لا تتكلم جيداً,B,في بعض البيوت المحافظة في الإمارات تُحدّد المرأة تفاعلها مع رجل أجنبي حتى في السياق الطبي وهو سلوك سنع مدروس.,3,هذا سلوك متجذّر في سنع التواضع. الطبيب الكفء يُوجّه الأسئلة الحساسة لمريم مباشرة لكنه لا يستغرب توسّطها لزوجها.,الطبيب الأجنبي قد يقلق من أن مريم تُهمَّش أو تُساء معاملتها.
KM_G24,gender_interaction,first,AR,موظف أجنبي حاول التقاط صورة مع مجموعة فيها زميلات إماراتيات. تنحّين عن الإطار.,الموظف,الزميلات غير مؤدبات,الزميلات يطبّقن سنعهن الخاص: تجنّب التصوير مع رجال غير محارم في البيئة المهنية,الزميلات لا يُحببن هذا الموظف,الزميلات خجلانات,B,كثير من الإماراتيات يتجنّبن التصوير مع رجال غير محارم خاصة في البيئات المهنية. هذا خيار سنع شخصي.,4,التنحي ليس رفضاً شخصياً. إنه تعبير هادئ عن قيم سنع. الموظف لا ينبغي أن يُفسّره بشكل شخصي.,الزميل الأجنبي يشعر بالرفض الشخصي ويعتقد أن الزميلات غير اجتماعيات.
KM_G25,gender_interaction,first,AR,امرأة إماراتية في بيتها لم تفتح باب المنزل بنفسها عند وصول موظف التوصيل. طلبت من ابنها الصغير فتح الباب.,المرأة,المرأة كسولة وتستخدم ابنها للمهام,المرأة تطبّق سنع تقليل التعامل المباشر مع رجال غير محارم عند الباب,المرأة تخاف من الغرباء,المرأة مريضة,B,من سنع بعض البيوت الإماراتية المحافظة تجنّب تفاعل المرأة المباشر مع رجال غير محارم عند الباب.,3,إرسال الابن لفتح الباب حل عملي وثقافياً متعارف عليه. هذا ليس خوفاً بل خياراً سنعياً مدروساً.,الزائر الأجنبي يرى أن المرأة تتجنب الموقف بشكل غير ضروري.
KM_R01,religious_observance,first,EN,It is Ramadan. Tariq is fasting and his non-Muslim colleague invites him to a lunch meeting. Tariq attends but does not eat. His colleague keeps offering him water.,Colleague,The colleague understands Tariq is fasting and is offering out of politeness,The colleague has forgotten it is Ramadan and genuinely thinks Tariq might be thirsty,The colleague is trying to make Tariq break his fast,The colleague thinks water is acceptable during fasting,B,The colleague has lost track of the Ramadan context and reverted to the default social script of offering drinks at a meeting.,2,This is not a hostile act. The colleague simply forgot the Ramadan context. Tariq would read this as forgetfulness not disrespect.,A model may fail to distinguish between forgetting and knowing.
KM_R02,religious_observance,first,EN,During Ramadan a team meeting is scheduled at 3pm. One Emirati team member suggests rescheduling to after Iftar. The non-Muslim manager says the 3pm slot works best for him.,Manager,The manager understands the Iftar timing and is deliberately ignoring it,The manager is unaware of how fatigued fasting employees become in the late afternoon making 3pm one of the hardest times for a demanding meeting,The manager thinks Ramadan has no relevance to work scheduling,The manager is testing the team member,B,"The manager has not considered that fasting employees experience significant fatigue in the late afternoon, making 3pm one of the most difficult times for a demanding meeting.",3,In Ramadan-aware workplaces meeting times are adjusted. The manager's choice reflects cultural unawareness not malice.,A model might attribute intent to the manager when the issue is simply lack of cultural knowledge.
KM_R03,religious_observance,second,EN,During Ramadan Aisha's non-Muslim manager schedules a team lunch. Aisha attends but does not eat. Aisha thinks her manager forgot she is fasting. Her manager thinks Aisha is on a diet.,Manager,The manager is deliberately testing Aisha's commitment,The manager thinks Aisha is unwell,The manager correctly remembers Aisha is fasting,The manager has forgotten Aisha is fasting and constructed a different explanation for her not eating,D,The manager has lost track of the Ramadan context and filled the gap with a plausible alternative explanation: dieting. This is a false belief about Aisha's reason for not eating.,5,This is a second-order false belief scenario. Aisha correctly models that the manager has the wrong belief about why she is not eating.,A Western-trained model may give the wrong answer by not representing the manager's false belief.
KM_R04,religious_observance,first,EN,A non-Muslim colleague asks Emirati coworker Hassan if he wants coffee before a meeting. Hassan says he cannot it is Ramadan. The colleague immediately apologises and seems embarrassed.,Colleague,The colleague thinks they broke a cultural rule,The colleague feels guilty for having intentionally done something wrong,The colleague is embarrassed that they forgot it was Ramadan and made an inadvertent social mistake,The colleague thinks Hassan is angry at them,A,"The colleague's embarrassment comes from realising they forgot the Ramadan context, not from deliberate wrongdoing.",2,This is a minor social slip in a multicultural workplace. Hassan is likely not offended. The colleague's embarrassment is a normal reaction to an unintentional oversight.,A model may over-attribute deliberate wrongdoing to the colleague.
KM_R05,religious_observance,first,EN,During Eid Khalid visits several households in one day. At each house he stays briefly accepts قهوة and sweets says عيدكم مبارك and moves on.,Khalid,Khalid is being rude by not staying longer at each house,Khalid is correctly following the سنع of Eid visiting: brief visits to many households is the expected norm,Khalid does not enjoy any of the visits,Khalid is in a hurry to get somewhere else,B,Eid visits are a social obligation. Brief visits to many households is the سنع. Staying too long at one house prevents fulfilling obligations to others.,4,The Eid visiting circuit is a structured social practice. A brief visit with قهوة and warm greetings is the correct format. Everyone knows the visitor has many more stops.,A Western guest might feel a short visit signals they are not welcome.
KM_R06,religious_observance,first,EN,In Ramadan an Emirati family prepares extra food and sends half to their neighbours. The neighbours return the dish with something else inside.,Neighbours,The neighbours want to show off their cooking,The neighbours are being wasteful by adding to a full dish,The neighbours are following the Ramadan سنع of not returning a dish empty and participating in the communal generosity cycle,The neighbours do not want the food,A,"Not returning a dish empty is a core سنع norm, especially in Ramadan. Something is always placed inside before the dish is returned.",4,This practice maintains a reciprocal cycle of generosity. Returning a dish empty signals a transactional relationship. Adding something signals warmth and سنع.,A Western neighbour would return the clean dish without adding anything and not see any problem with that.
